text,label
"From: Customer Care PayPal <service@account-review.xyz>
Subject: Khẩn cấp: tài khoản của bạn sắp bị khóa
Bạn được chọn nhận phần thưởng. Hãy cung cấp thông tin tài khoản và xác nhận tại https://account-review.xyz/account/confirm để nhận tiền.",1
"From: Thư viện <no-reply@university.edu.vn>
Subject: Thông báo lịch học tuần này
Xin vui lòng kiểm tra lịch và phản hồi trước thời hạn ghi trong thông báo. Cảm ơn bạn. Bạn có thể bỏ qua email này nếu thông tin đã được cập nhật.",0
"From: Techcombank Security <security@mail-security.club>
Subject: Xác minh tài khoản để tránh đình chỉ
Bạn được chọn nhận phần thưởng. Hãy cung cấp thông tin tài khoản và xác nhận tại https://mail-security.club/security-check để nhận tiền.",1
"From: Dịch vụ khách hàng <no-reply@shop.vn>
Subject: Lịch họp ngày mai
Vui lòng xem thông tin trong cổng thông tin nội bộ. Nếu cần hỗ trợ, hãy liên hệ bộ phận phụ trách qua kênh chính thức. Nếu không yêu cầu thao tác này, hãy liên hệ bộ phận hỗ trợ. Tham khảo: https://shop.vn/support",0
"From: Vietcombank Security <security@secure-account.xyz>
Subject: Thông báo hoàn tiền - xác nhận thông tin
Vui lòng xác minh tài khoản ngay lập tức để tránh bị khóa. Hãy nhập mật khẩu và mã OTP tại https://secure-account.xyz/account/confirm.",1
"From: Techcombank Security <security@login-protect.click>
Subject: Bạn đã trúng thưởng
Vui lòng xác minh tài khoản ngay lập tức để tránh bị khóa. Hãy nhập mật khẩu và mã OTP tại http://103.21.55.18/login.",1
"From: Customer Care Techcombank <service@support-center.club>
Subject: Thông báo hoàn tiền - xác nhận thông tin
Khoản hoàn tiền đang chờ xử lý. Vui lòng xác nhận số thẻ, CVV và mã xác minh tại https://support-center.club/security-check.",1
"From: Phòng đào tạo <no-reply@university.edu.vn>
Subject: Kết quả đăng ký môn học
Biên nhận được gửi để bạn lưu trữ. Nếu có sai lệch, liên hệ bộ phận chăm sóc khách hàng theo thông tin trên website chính thức. Nếu không yêu cầu thao tác này, hãy liên hệ bộ phận hỗ trợ.",0
"From: Phòng đào tạo <no-reply@university.edu.vn>
Subject: Thông báo giao hàng
Biên nhận được gửi để bạn lưu trữ. Nếu có sai lệch, liên hệ bộ phận chăm sóc khách hàng theo thông tin trên website chính thức. Tham khảo: https://university.edu.vn/account",0
"From: Phòng hành chính <no-reply@university.edu.vn>
Subject: Tài liệu cuộc họp
Xin vui lòng kiểm tra lịch và phản hồi trước thời hạn ghi trong thông báo. Cảm ơn bạn.",0
"From: Kế toán <no-reply@company.vn>
Subject: Phiếu lương tháng này
Biên nhận được gửi để bạn lưu trữ. Nếu có sai lệch, liên hệ bộ phận chăm sóc khách hàng theo thông tin trên website chính thức.",0
"From: Vietcombank Billing <billing@billing-confirm.loan>
Subject: Cảnh báo bảo mật - xác minh ngay
Chúng tôi phát hiện hoạt động bất thường. Bạn phải xác minh thông tin đăng nhập trong 24 giờ tại http://103.21.55.18/account/confirm. Your accunt must be verfy today.",1
"From: Bộ phận nhân sự <no-reply@company.vn>
Subject: Lịch họp ngày mai
Hệ thống sẽ được bảo trì trong thời gian dự kiến. Một số chức năng có thể tạm thời không sử dụng được.",0
"From: Google Support <support@mail-security.club>
Subject: Security alert: act now
Vui lòng xác minh tài khoản ngay lập tức để tránh bị khóa. Hãy nhập mật khẩu và mã OTP tại http://185.10.20.30/verify.",1
"From: Thư viện <no-reply@university.edu.vn>
Subject: Biên nhận thanh toán
Thông tin chi tiết đã được cập nhật trên hệ thống. Bạn có thể đăng nhập bằng cách tự mở ứng dụng hoặc trang web quen thuộc. Mọi thay đổi quan trọng sẽ được thông báo trên hệ thống chính thức.",0
"From: BIDV Security <security@support-center.club>
Subject: Tài khoản hết hạn hôm nay
Tài khoản của bạn sẽ bị đình chỉ nếu không hành động ngay. Truy cập http://support-center.club/verify để xác minh danh tính.",1
"From: Ban quản trị hệ thống <no-reply@company.vn>
Subject: Thông báo bảo trì hệ thống
Biên nhận được gửi để bạn lưu trữ. Nếu có sai lệch, liên hệ bộ phận chăm sóc khách hàng theo thông tin trên website chính thức. Bạn có thể bỏ qua email này nếu thông tin đã được cập nhật. Tham khảo: https://portal.company.vn/",0
"From: Phòng hành chính <no-reply@university.edu.vn>
Subject: Nhắc lịch gia hạn dịch vụ
Thông tin chi tiết đã được cập nhật trên hệ thống. Bạn có thể đăng nhập bằng cách tự mở ứng dụng hoặc trang web quen thuộc. Bạn có thể bỏ qua email này nếu thông tin đã được cập nhật.",0
"From: Google Support <support@verify-login.top>
Subject: Khẩn cấp: tài khoản của bạn sắp bị khóa
Khoản hoàn tiền đang chờ xử lý. Vui lòng xác nhận số thẻ, CVV và mã xác minh tại http://103.21.55.18/login. !!! Hành động ngay lập tức!!!",1
"From: Techcombank Billing <billing@service-update.top>
Subject: Tài khoản hết hạn hôm nay
Final notice. Verify your account immediately using http://service-update.top/verify or access may be suspended.",1
"From: Dịch vụ khách hàng <no-reply@shop.vn>
Subject: Tài liệu cuộc họp
Hệ thống sẽ được bảo trì trong thời gian dự kiến. Một số chức năng có thể tạm thời không sử dụng được. Nếu không yêu cầu thao tác này, hãy liên hệ bộ phận hỗ trợ. Tham khảo: https://portal.shop.vn/",0
"From: Phòng CNTT <no-reply@company.vn>
Subject: Nhắc lịch gia hạn dịch vụ
Biên nhận được gửi để bạn lưu trữ. Nếu có sai lệch, liên hệ bộ phận chăm sóc khách hàng theo thông tin trên website chính thức. Bạn có thể bỏ qua email này nếu thông tin đã được cập nhật.",0
"From: Phòng hành chính <no-reply@university.edu.vn>
Subject: Thông báo lịch học tuần này
Hệ thống sẽ được bảo trì trong thời gian dự kiến. Một số chức năng có thể tạm thời không sử dụng được.",0
"From: Phòng đào tạo <no-reply@university.edu.vn>
Subject: Thông báo lịch học tuần này
Thông tin chi tiết đã được cập nhật trên hệ thống. Bạn có thể đăng nhập bằng cách tự mở ứng dụng hoặc trang web quen thuộc.",0
"From: Phòng CNTT <no-reply@company.vn>
Subject: Nhắc lịch gia hạn dịch vụ
Đây là thông báo định kỳ. Bạn không cần cung cấp mật khẩu, mã OTP hoặc thông tin thẻ qua email.",0
"From: Phòng hành chính <no-reply@university.edu.vn>
Subject: Kết quả đăng ký môn học
Đây là thông báo định kỳ. Bạn không cần cung cấp mật khẩu, mã OTP hoặc thông tin thẻ qua email. Không gửi thông tin đăng nhập cho bất kỳ ai.",0
"From: Google Billing <billing@verify-login.top>
Subject: Security alert: act now
Vui lòng xác minh tài khoản ngay lập tức để tránh bị khóa. Hãy nhập mật khẩu và mã OTP tại https://verify-login.top/billing/update. !!! Hành động ngay lập tức!!!",1
"From: BIDV Support <support@login-protect.click>
Subject: Khẩn cấp: tài khoản của bạn sắp bị khóa
Bạn được chọn nhận phần thưởng. Hãy cung cấp thông tin tài khoản và xác nhận tại https://login-protect.click/account/confirm để nhận tiền.",1
"From: MoMo Security <security@account-check.click>
Subject: Khẩn cấp: tài khoản của bạn sắp bị khóa
Chúng tôi phát hiện hoạt động bất thường. Bạn phải xác minh thông tin đăng nhập trong 24 giờ tại http://account-check.click/verify. Your accunt must be verfy today.",1
"From: Kế toán <no-reply@company.vn>
Subject: Phiếu lương tháng này
Thông tin chi tiết đã được cập nhật trên hệ thống. Bạn có thể đăng nhập bằng cách tự mở ứng dụng hoặc trang web quen thuộc. Không gửi thông tin đăng nhập cho bất kỳ ai. Tham khảo: https://company.vn/account",0
"From: Dịch vụ khách hàng <no-reply@shop.vn>
Subject: Biên nhận thanh toán
Hệ thống sẽ được bảo trì trong thời gian dự kiến. Một số chức năng có thể tạm thời không sử dụng được.",0
"From: Apple Billing <billing@login-protect.click>
Subject: Thông báo hoàn tiền - xác nhận thông tin
Khoản hoàn tiền đang chờ xử lý. Vui lòng xác nhận số thẻ, CVV và mã xác minh tại https://login-protect.click/security-check.",1
"From: PayPal Support <support@account-check.click>
Subject: Khẩn cấp: tài khoản của bạn sắp bị khóa
Vui lòng xác minh tài khoản ngay lập tức để tránh bị khóa. Hãy nhập mật khẩu và mã OTP tại https://account-check.click/login.",1
"From: Ban quản trị hệ thống <no-reply@company.vn>
Subject: Lịch họp ngày mai
Xin vui lòng kiểm tra lịch và phản hồi trước thời hạn ghi trong thông báo. Cảm ơn bạn.",0
"From: Google Security <security@mail-security.club>
Subject: Xác minh tài khoản để tránh đình chỉ
Chúng tôi phát hiện hoạt động bất thường. Bạn phải xác minh thông tin đăng nhập trong 24 giờ tại https://mail-security.club/account/confirm. !!! Hành động ngay lập tức!!!",1
"From: MoMo Security <security@confirm-access.xyz>
Subject: Yêu cầu cập nhật thông tin thanh toán
Bạn được chọn nhận phần thưởng. Hãy cung cấp thông tin tài khoản và xác nhận tại http://185.10.20.30/login để nhận tiền.",1
"From: Customer Care Apple <service@service-update.top>
Subject: Thông báo hoàn tiền - xác nhận thông tin
Bạn được chọn nhận phần thưởng. Hãy cung cấp thông tin tài khoản và xác nhận tại https://service-update.top/security-check để nhận tiền.",1
"From: Customer Care Microsoft <service@confirm-access.xyz>
Subject: Khẩn cấp: tài khoản của bạn sắp bị khóa
Vui lòng xác minh tài khoản ngay lập tức để tránh bị khóa. Hãy nhập mật khẩu và mã OTP tại http://confirm-access.xyz/verify.",1
"From: Microsoft Support <support@verify-login.top>
Subject: Yêu cầu cập nhật thông tin thanh toán
Final notice. Verify your account immediately using http://verify-login.top/verify or access may be suspended.",1
"From: MoMo Support <support@account-check.click>
Subject: Tài khoản hết hạn hôm nay
Vui lòng xác minh tài khoản ngay lập tức để tránh bị khóa. Hãy nhập mật khẩu và mã OTP tại https://account-check.click/security-check. !!! Hành động ngay lập tức!!!",1
"From: Apple Support <support@login-protect.click>
Subject: Khẩn cấp: tài khoản của bạn sắp bị khóa
Khoản hoàn tiền đang chờ xử lý. Vui lòng xác nhận số thẻ, CVV và mã xác minh tại http://login-protect.click/verify. !!! Hành động ngay lập tức!!!",1
"From: BIDV Security <security@mail-security.club>
Subject: Khẩn cấp: tài khoản của bạn sắp bị khóa
Vui lòng xác minh tài khoản ngay lập tức để tránh bị khóa. Hãy nhập mật khẩu và mã OTP tại https://mail-security.club/security-check. !!! Hành động ngay lập tức!!!",1
"From: Techcombank Support <support@login-protect.click>
Subject: Thông báo hoàn tiền - xác nhận thông tin
Tài khoản của bạn sẽ bị đình chỉ nếu không hành động ngay. Truy cập http://45.76.123.9/login để xác minh danh tính.",1
"From: Ban quản trị hệ thống <no-reply@company.vn>
Subject: Xác nhận đăng ký
Hệ thống sẽ được bảo trì trong thời gian dự kiến. Một số chức năng có thể tạm thời không sử dụng được. Không gửi thông tin đăng nhập cho bất kỳ ai.",0
"From: Ban quản trị hệ thống <no-reply@company.vn>
Subject: Thông báo bảo trì hệ thống
Vui lòng xem thông tin trong cổng thông tin nội bộ. Nếu cần hỗ trợ, hãy liên hệ bộ phận phụ trách qua kênh chính thức.",0
"From: Customer Care Techcombank <service@billing-confirm.loan>
Subject: Thông báo hoàn tiền - xác nhận thông tin
Vui lòng xác minh tài khoản ngay lập tức để tránh bị khóa. Hãy nhập mật khẩu và mã OTP tại https://billing-confirm.loan/billing/update.",1
"From: Customer Care Amazon <service@service-update.top>
Subject: Security alert: act now
Vui lòng xác minh tài khoản ngay lập tức để tránh bị khóa. Hãy nhập mật khẩu và mã OTP tại https://service-update.top/account/confirm. Your accunt must be verfy today.",1
"From: Phòng CNTT <no-reply@company.vn>
Subject: Biên nhận thanh toán
Thông tin chi tiết đã được cập nhật trên hệ thống. Bạn có thể đăng nhập bằng cách tự mở ứng dụng hoặc trang web quen thuộc. Không gửi thông tin đăng nhập cho bất kỳ ai. Tham khảo: https://portal.company.vn/",0
"From: Phòng đào tạo <no-reply@university.edu.vn>
Subject: Nhắc lịch gia hạn dịch vụ
Thông tin chi tiết đã được cập nhật trên hệ thống. Bạn có thể đăng nhập bằng cách tự mở ứng dụng hoặc trang web quen thuộc.",0
"From: Google Security <security@account-check.click>
Subject: Final notice: verify your account
Khoản hoàn tiền đang chờ xử lý. Vui lòng xác nhận số thẻ, CVV và mã xác minh tại https://account-check.click/account/confirm.",1
"From: Dịch vụ khách hàng <no-reply@shop.vn>
Subject: Lịch họp ngày mai
Biên nhận được gửi để bạn lưu trữ. Nếu có sai lệch, liên hệ bộ phận chăm sóc khách hàng theo thông tin trên website chính thức. Tham khảo: https://shop.vn/support",0
"From: Bộ phận nhân sự <no-reply@company.vn>
Subject: Phiếu lương tháng này
Thông tin chi tiết đã được cập nhật trên hệ thống. Bạn có thể đăng nhập bằng cách tự mở ứng dụng hoặc trang web quen thuộc. Tham khảo: https://company.vn/account",0
"From: Phòng hành chính <no-reply@university.edu.vn>
Subject: Xác nhận đăng ký
Thông tin chi tiết đã được cập nhật trên hệ thống. Bạn có thể đăng nhập bằng cách tự mở ứng dụng hoặc trang web quen thuộc. Bạn có thể bỏ qua email này nếu thông tin đã được cập nhật.",0
"From: Ban quản trị hệ thống <no-reply@company.vn>
Subject: Tài liệu cuộc họp
Biên nhận được gửi để bạn lưu trữ. Nếu có sai lệch, liên hệ bộ phận chăm sóc khách hàng theo thông tin trên website chính thức.",0
"From: Bộ phận nhân sự <no-reply@company.vn>
Subject: Thông báo bảo trì hệ thống
Đây là thông báo định kỳ. Bạn không cần cung cấp mật khẩu, mã OTP hoặc thông tin thẻ qua email. Mọi thay đổi quan trọng sẽ được thông báo trên hệ thống chính thức.",0
"From: Phòng CNTT <no-reply@company.vn>
Subject: Phiếu lương tháng này
Hệ thống sẽ được bảo trì trong thời gian dự kiến. Một số chức năng có thể tạm thời không sử dụng được. Không gửi thông tin đăng nhập cho bất kỳ ai. Tham khảo: https://company.vn/support",0
"From: MoMo Security <security@support-center.club>
Subject: Thông báo hoàn tiền - xác nhận thông tin
Tài khoản của bạn sẽ bị đình chỉ nếu không hành động ngay. Truy cập https://support-center.club/login để xác minh danh tính.",1
"From: Customer Care Amazon <service@support-center.club>
Subject: Bạn đã trúng thưởng
Vui lòng xác minh tài khoản ngay lập tức để tránh bị khóa. Hãy nhập mật khẩu và mã OTP tại https://support-center.club/account/confirm.",1
"From: Dịch vụ khách hàng <no-reply@shop.vn>
Subject: Phiếu lương tháng này
Xin vui lòng kiểm tra lịch và phản hồi trước thời hạn ghi trong thông báo. Cảm ơn bạn.",0
"From: Dịch vụ khách hàng <no-reply@shop.vn>
Subject: Biên nhận thanh toán
Vui lòng xem thông tin trong cổng thông tin nội bộ. Nếu cần hỗ trợ, hãy liên hệ bộ phận phụ trách qua kênh chính thức.",0
"From: Amazon Security <security@support-center.club>
Subject: Tài khoản hết hạn hôm nay
Chúng tôi phát hiện hoạt động bất thường. Bạn phải xác minh thông tin đăng nhập trong 24 giờ tại https://support-center.club/security-check. Your accunt must be verfy today.",1
"From: Amazon Security <security@account-review.xyz>
Subject: Final notice: verify your account
Khoản hoàn tiền đang chờ xử lý. Vui lòng xác nhận số thẻ, CVV và mã xác minh tại https://account-review.xyz/login. !!! Hành động ngay lập tức!!!",1
"From: Customer Care Google <service@account-check.click>
Subject: Security alert: act now
Bạn được chọn nhận phần thưởng. Hãy cung cấp thông tin tài khoản và xác nhận tại https://account-check.click/security-check để nhận tiền.",1
"From: Microsoft Support <support@security-alert.xyz>
Subject: Urgent: unusual login detected
Tài khoản của bạn sẽ bị đình chỉ nếu không hành động ngay. Truy cập https://security-alert.xyz/login để xác minh danh tính. !!! Hành động ngay lập tức!!! Your accunt must be verfy today.",1
"From: Thư viện <no-reply@university.edu.vn>
Subject: Lịch họp ngày mai
Xin vui lòng kiểm tra lịch và phản hồi trước thời hạn ghi trong thông báo. Cảm ơn bạn. Tham khảo: https://portal.university.edu.vn/",0
"From: BIDV Security <security@account-review.xyz>
Subject: Thông báo hoàn tiền - xác nhận thông tin
Vui lòng xác minh tài khoản ngay lập tức để tránh bị khóa. Hãy nhập mật khẩu và mã OTP tại https://account-review.xyz/login.",1
"From: Apple Billing <billing@account-review.xyz>
Subject: Khẩn cấp: tài khoản của bạn sắp bị khóa
Tài khoản của bạn sẽ bị đình chỉ nếu không hành động ngay. Truy cập https://account-review.xyz/billing/update để xác minh danh tính. Your accunt must be verfy today.",1
"From: Phòng đào tạo <no-reply@university.edu.vn>
Subject: Thông báo giao hàng
Hệ thống sẽ được bảo trì trong thời gian dự kiến. Một số chức năng có thể tạm thời không sử dụng được. Bạn có thể bỏ qua email này nếu thông tin đã được cập nhật.",0
"From: Ban quản trị hệ thống <no-reply@company.vn>
Subject: Tài liệu cuộc họp
Biên nhận được gửi để bạn lưu trữ. Nếu có sai lệch, liên hệ bộ phận chăm sóc khách hàng theo thông tin trên website chính thức.",0
"From: Amazon Billing <billing@account-review.xyz>
Subject: Xác minh tài khoản để tránh đình chỉ
Final notice. Verify your account immediately using https://account-review.xyz/account/confirm or access may be suspended.",1
"From: Phòng hành chính <no-reply@university.edu.vn>
Subject: Thông báo giao hàng
Đây là thông báo định kỳ. Bạn không cần cung cấp mật khẩu, mã OTP hoặc thông tin thẻ qua email.",0
"From: Bộ phận nhân sự <no-reply@company.vn>
Subject: Biên nhận thanh toán
Vui lòng xem thông tin trong cổng thông tin nội bộ. Nếu cần hỗ trợ, hãy liên hệ bộ phận phụ trách qua kênh chính thức.",0
"From: BIDV Billing <billing@security-alert.xyz>
Subject: Thông báo hoàn tiền - xác nhận thông tin
Vui lòng xác minh tài khoản ngay lập tức để tránh bị khóa. Hãy nhập mật khẩu và mã OTP tại http://security-alert.xyz/verify.",1
"From: Kế toán <no-reply@company.vn>
Subject: Xác nhận đăng ký
Thông tin chi tiết đã được cập nhật trên hệ thống. Bạn có thể đăng nhập bằng cách tự mở ứng dụng hoặc trang web quen thuộc. Bạn có thể bỏ qua email này nếu thông tin đã được cập nhật.",0
"From: Phòng hành chính <no-reply@university.edu.vn>
Subject: Phiếu lương tháng này
Xin vui lòng kiểm tra lịch và phản hồi trước thời hạn ghi trong thông báo. Cảm ơn bạn. Tham khảo: https://university.edu.vn/account",0
"From: Amazon Billing <billing@account-review.xyz>
Subject: Cảnh báo bảo mật - xác minh ngay
Khoản hoàn tiền đang chờ xử lý. Vui lòng xác nhận số thẻ, CVV và mã xác minh tại http://185.10.20.30/verify.",1
"From: BIDV Security <security@verify-user.top>
Subject: Khẩn cấp: tài khoản của bạn sắp bị khóa
Chúng tôi phát hiện hoạt động bất thường. Bạn phải xác minh thông tin đăng nhập trong 24 giờ tại http://185.10.20.30/account/confirm.",1
"From: Dịch vụ khách hàng <no-reply@shop.vn>
Subject: Tài liệu cuộc họp
Hệ thống sẽ được bảo trì trong thời gian dự kiến. Một số chức năng có thể tạm thời không sử dụng được. Tham khảo: https://portal.shop.vn/",0
"From: Vietcombank Security <security@support-center.club>
Subject: Bạn đã trúng thưởng
Chúng tôi phát hiện hoạt động bất thường. Bạn phải xác minh thông tin đăng nhập trong 24 giờ tại http://103.21.55.18/login.",1
"From: Bộ phận nhân sự <no-reply@company.vn>
Subject: Biên nhận thanh toán
Vui lòng xem thông tin trong cổng thông tin nội bộ. Nếu cần hỗ trợ, hãy liên hệ bộ phận phụ trách qua kênh chính thức. Tham khảo: https://company.vn/account",0
"From: Phòng hành chính <no-reply@university.edu.vn>
Subject: Tài liệu cuộc họp
Thông tin chi tiết đã được cập nhật trên hệ thống. Bạn có thể đăng nhập bằng cách tự mở ứng dụng hoặc trang web quen thuộc.",0
"From: Ban quản trị hệ thống <no-reply@company.vn>
Subject: Thông báo giao hàng
Thông tin chi tiết đã được cập nhật trên hệ thống. Bạn có thể đăng nhập bằng cách tự mở ứng dụng hoặc trang web quen thuộc.",0
"From: Phòng CNTT <no-reply@company.vn>
Subject: Tài liệu cuộc họp
Thông tin chi tiết đã được cập nhật trên hệ thống. Bạn có thể đăng nhập bằng cách tự mở ứng dụng hoặc trang web quen thuộc. Nếu không yêu cầu thao tác này, hãy liên hệ bộ phận hỗ trợ.",0
"From: Phòng hành chính <no-reply@university.edu.vn>
Subject: Tài liệu cuộc họp
Hệ thống sẽ được bảo trì trong thời gian dự kiến. Một số chức năng có thể tạm thời không sử dụng được. Bạn có thể bỏ qua email này nếu thông tin đã được cập nhật. Tham khảo: https://university.edu.vn/support",0
"From: Thư viện <no-reply@university.edu.vn>
Subject: Xác nhận đăng ký
Hệ thống sẽ được bảo trì trong thời gian dự kiến. Một số chức năng có thể tạm thời không sử dụng được.",0
"From: Bộ phận nhân sự <no-reply@company.vn>
Subject: Kết quả đăng ký môn học
Thông tin chi tiết đã được cập nhật trên hệ thống. Bạn có thể đăng nhập bằng cách tự mở ứng dụng hoặc trang web quen thuộc. Mọi thay đổi quan trọng sẽ được thông báo trên hệ thống chính thức. Tham khảo: https://portal.company.vn/",0
"From: Ban quản trị hệ thống <no-reply@company.vn>
Subject: Thông báo lịch học tuần này
Xin vui lòng kiểm tra lịch và phản hồi trước thời hạn ghi trong thông báo. Cảm ơn bạn. Mọi thay đổi quan trọng sẽ được thông báo trên hệ thống chính thức. Tham khảo: https://company.vn/support",0
"From: Apple Support <support@security-alert.xyz>
Subject: Yêu cầu cập nhật thông tin thanh toán
Tài khoản của bạn sẽ bị đình chỉ nếu không hành động ngay. Truy cập https://security-alert.xyz/security-check để xác minh danh tính.",1
"From: Phòng đào tạo <no-reply@university.edu.vn>
Subject: Kết quả đăng ký môn học
Biên nhận được gửi để bạn lưu trữ. Nếu có sai lệch, liên hệ bộ phận chăm sóc khách hàng theo thông tin trên website chính thức.",0
"From: Bộ phận nhân sự <no-reply@company.vn>
Subject: Kết quả đăng ký môn học
Vui lòng xem thông tin trong cổng thông tin nội bộ. Nếu cần hỗ trợ, hãy liên hệ bộ phận phụ trách qua kênh chính thức. Bạn có thể bỏ qua email này nếu thông tin đã được cập nhật.",0
"From: Dịch vụ khách hàng <no-reply@shop.vn>
Subject: Thông báo giao hàng
Hệ thống sẽ được bảo trì trong thời gian dự kiến. Một số chức năng có thể tạm thời không sử dụng được. Nếu không yêu cầu thao tác này, hãy liên hệ bộ phận hỗ trợ.",0
"From: Microsoft Support <support@confirm-access.xyz>
Subject: Security alert: act now
Chúng tôi phát hiện hoạt động bất thường. Bạn phải xác minh thông tin đăng nhập trong 24 giờ tại http://185.10.20.30/security-check. Your accunt must be verfy today.",1
"From: Customer Care BIDV <service@service-update.top>
Subject: Khẩn cấp: tài khoản của bạn sắp bị khóa
Final notice. Verify your account immediately using https://service-update.top/login or access may be suspended.",1
"From: Thư viện <no-reply@university.edu.vn>
Subject: Thông báo bảo trì hệ thống
Hệ thống sẽ được bảo trì trong thời gian dự kiến. Một số chức năng có thể tạm thời không sử dụng được. Tham khảo: https://portal.university.edu.vn/",0
"From: Thư viện <no-reply@university.edu.vn>
Subject: Phiếu lương tháng này
Biên nhận được gửi để bạn lưu trữ. Nếu có sai lệch, liên hệ bộ phận chăm sóc khách hàng theo thông tin trên website chính thức.",0
"From: Thư viện <no-reply@university.edu.vn>
Subject: Lịch họp ngày mai
Vui lòng xem thông tin trong cổng thông tin nội bộ. Nếu cần hỗ trợ, hãy liên hệ bộ phận phụ trách qua kênh chính thức. Tham khảo: https://portal.university.edu.vn/",0
"From: Techcombank Billing <billing@login-protect.click>
Subject: Tài khoản hết hạn hôm nay
Bạn được chọn nhận phần thưởng. Hãy cung cấp thông tin tài khoản và xác nhận tại https://login-protect.click/login để nhận tiền.",1
"From: Kế toán <no-reply@company.vn>
Subject: Kết quả đăng ký môn học
Biên nhận được gửi để bạn lưu trữ. Nếu có sai lệch, liên hệ bộ phận chăm sóc khách hàng theo thông tin trên website chính thức. Không gửi thông tin đăng nhập cho bất kỳ ai.",0
"From: Dịch vụ khách hàng <no-reply@shop.vn>
Subject: Lịch họp ngày mai
Xin vui lòng kiểm tra lịch và phản hồi trước thời hạn ghi trong thông báo. Cảm ơn bạn.",0
"From: Ban quản trị hệ thống <no-reply@company.vn>
Subject: Phiếu lương tháng này
Xin vui lòng kiểm tra lịch và phản hồi trước thời hạn ghi trong thông báo. Cảm ơn bạn. Nếu không yêu cầu thao tác này, hãy liên hệ bộ phận hỗ trợ. Tham khảo: https://company.vn/support",0
"From: Phòng đào tạo <no-reply@university.edu.vn>
Subject: Xác nhận đăng ký
Xin vui lòng kiểm tra lịch và phản hồi trước thời hạn ghi trong thông báo. Cảm ơn bạn. Tham khảo: https://portal.university.edu.vn/",0
